reviews,recommendation,location
"I am Mr. Boma Donatus 59 years old and a citizen of Cameroon - based in Central Africa. I have been suffering from Multiple Kidney Stones for the past Six years and since I did not want operation in my country which was the only option to remove my stone, I decided to seek for an alternative therapy from India.I arrived India and after going to the Fortis Hospital was informed that my treatment had to cost USD 8000 which I did not have and seace the doctor at fortis informed Mr my stones were not life threatening, I decided to pursue an alternative means of treatment  I had been reading about called Ayurvedic medicine for which Indian has been reawed worldwide.My search for an Ayurvedic doctor fellon Dr Laxman Jonwal who was quick to receive me and listened to my story.He explained detail to me what his NAP Therapy- An Advance Pachkarm therapy was and what it could do to my body.In just 7 days of treatment I got excellent result. My full body is transform. Am feeling Stronger, Lighter & Energetic. I am taking a all medicines with me & having a 100% faith that I will get result.Thanks to Dr. Laxman & Dr. Sunita Jonwal & there staff too. They make me feel like my family. Thank you so much.I will recommend every sick patient to consult with Dr. Jonwal. You will not be disappointed.☺",I recommend the doctor,Mumbai
"WHAT I THINK CAN BE IMPROVEDPanchkarma sessions were very expensive - i spent around 50k just on sessions (medicines additional). place where they give panchkarma was shabby : dirty towels, toilets and steam chamber.I took course for couple of months and followed proper routine as directed and saw little improvement.i know ayurvedic treatment takes time but i was promised that results would show up within a week of panchkarma.They set up a yoga session (1500/-) which was again not very helpful. *** *** *** *** **** **** * **** ***** ******* ****** ****** **** ** ***** * ******* **** **** ********GOOD THINGS ABOUT THE COURSEI lost around 7-8 kgs in whole process (i had perfect BMI ). a big plus for overweight folks.panchkarma is very relaxing and i did see some improvements.doctor always gave ample time to me, and listened very patiently to all my problems. ask around before finalizing your doctor.",I do not recommend the doctor,Mumbai
"The doctor was very helpful and understood the problem really well (and also explained it to me). But the treatment suggested was prohibitively expensive. I was diagnosed with low BP and resultant deterioration of energy, efficiency and functioning of body. I was suggested to take 10 panchkarma sessions costing 5k each (totalling​ to 50k). It was also informed that they may not be enough and additional sessions may be required. It looks too expensive for a treatment whose results are not guaranteed. I am not planning to go back.",I do not recommend the doctor,Mumbai
,I recommend the doctor,Mumbai
"I was asked to buy a package for the illness...Post just visits of massages,* ******* ********* **** ********** ***************** ********** *** ******** ** *** ******** ** **** * ****** ******The doctor is not ready to payback for services not taken.I was forced to visit the clinic post superlative reviews,*** ****** ***** **** *** ******* *** ******* ** *** ******* *********Disastrous!!",I do not recommend the doctor,Mumbai
"I am a old patient of Dr Laxman Jonwal. Since 1 Year. My Chest Pain, Breathlessness is almost gone . Dr Jonwals  Natural Bypass treatment is very effective & economical. i got relief in 7 days.I strongly recommend for Dr Jonwals Natural Bypass Therapy for people who are suffering with Heart Attack, blockages, Heart Diseases.people must try before angioplasty & Bypass surgery.",I recommend the doctor,Mumbai
"*** ** *** **** ***** *** ********* ********* * i get result with in one month , blood pressure in control and other issues also solved 75 percentage.",I recommend the doctor,Mumbai
Too costly.Apart from charing 800 as consultaning fees Dr is still charing for physical verification.Why is this,I recommend the doctor,Mumbai
The doctor is very friendly. Only one thing is lot of tablets were prescribed and the medicines given are made in house. The people at the desk were not able to tell which medicine is for what and what are the contents,I recommend the doctor,Mumbai
My mom strictly followed he procedure and has recovered on multiple illness she was facing. *** ** *** **** ****** **** **** *** *** gives time to his patients and explains in detail on ailments and procedure,I recommend the doctor,Mumbai
It is a very shabby place. Extremely unprofessional staff. Doctor was not even in the clinic. We waited for half an hour and then decided to step out,I do not recommend the doctor,Mumbai
,I do not recommend the doctor,Mumbai
i went for fissure treatment but i just spend 15000 ******* *** ***** The place is untidy  with lots of rats moving around. The doctor gives lots of ayurvedic medicines ***** *** ** ** *** *** then again he gave me allopathy medicines. Finally i stopped going there as i was losing money ******* *** ***** very bad experience .,I do not recommend the doctor,Mumbai
*** ******** **** ****** ** * ** *** ****** * though I always thought Ayurvedic treatment would take much longer time to get relief and the Dr gives  you genuine time and advice  ,I recommend the doctor,Mumbai
"He is very friendly, give proper time & satisfactory solutions, I am doing my treatment for last one & half month fill good ",I recommend the doctor,Mumbai
Very expensive treatment. NAP therapy give u temperory treatment. No result following from 1 year. Waste of time n money. Guys dnt go there. Medicine are costly *** **** ** ******* Stinky massage room. Unhygienic.,I do not recommend the doctor,Mumbai
"I continued medicine for more than 6 months, got some relief from the symptoms of allergy. All the symptoms again reappeared when I stopped taking medication. I felt treatment was very expensive.",I do not recommend the doctor,Mumbai
Satisfactory and miracle results of treatment in few days.. doctor's treatment works as they ask and patient friendly staff ...thanks,I recommend the doctor,Mumbai
"Dr Laxman Johnwal has same treatment of Nap therapy *** *** ******** *** *********** overpriced 3 Yoga sessions of 1500/- are imposed where same Pranayam breathing techniques are explained. Medicines are good to some extent but lends to stomach upset. Also, despite of fixed appointments patients are kept waiting for hours, and more time is emphasised on clicking pics with Dr and video recording feedback's.",I do not recommend the doctor,Mumbai
i had sever pain in my buoth knee i cant seat or stand without support.  now i almost completed one month with this treatment.  i am quite happy and had relif.  Dr. and staff is v. cooperative.,I recommend the doctor,Mumbai
"I am Gautam Ingale,  29 years Accountant by profession suffering very badly by severe Acidity, Gas, Stomach Heaviness, Pain in Stomach, Swelling in stomach, & severe constipation from last 1 year. Due to all this I was unable to concentrate on my work, tried many big name doctors but it was just temporary result. From practo I got reference of Dr Laxman Jonwal, he is very ************* * Good person, given me detail information about my problems. In just 2 days of medicines & NAP Therapy * *** ********* ******* my all sufferings are gone I am feeling fresh & energetic. Got more **** *** result . Highly recommended for all chronic patients. Thanking you Dr Laxman Jonwal & his team.",I recommend the doctor,Mumbai
**** ** ***** ******* He never respect other doctors.  He says other dr do not know anything and only he knows. For my sinus he gave me 10 injections in the nose and this is worst thing. Now my condition has worsened. Same time I paid for my wife and for my mother. *** ********** ********* ** ******** He uses water n milk for all patients panchkarma. He said oil is of no use. I have done panchkarma before this 2-3 times and base was oil. I have wasted almost 1.2 lakh rupees. ** **** * ****** ******  ******** ******* ***** **** ********** I was never sensitive to cold now every fortnight I get cold. There are many things to tell. I will never recommend him.waste of money.,I do not recommend the doctor,Mumbai
"Well,I am feeling better after taking the medicines ,I am undergoing the treatment so can't say now let's see I am waiting for the good results",I recommend the doctor,Mumbai
"I Mrs. Snehal Sukhtankar has taken 15 Dr. Jonwals Natural Bypass Therapy and found that there is more **** *** improvement in following problems,No Chest Pain,No Breathlessness,No Safocation ,Lost more than 4 Kgs  weightMany many Thanks to Dr. Laxman Jonwal.Highly Recommended.",I recommend the doctor,Mumbai
"I was diagnosed with a 4 mm Stone in a Urinary Bladder in December 2016, and I consulted Dr. Laxman Jonwal for the treatment. They suggested the NAP Treatment an ayurvedic course of medicines for healing from the stone problem. The medicines was small in size and easy to digest without any side effects. I took the medicine as per the schedules and the stone got dissolved in 3 months time. I am thankful to Dr. Laxman Jonwal for the same and it was a great and pleasing treatment.",I recommend the doctor,Mumbai
I am getting treated under Dr. Laxman for my 6 years old problem.I am undergoing NAP Therapy treatment - Advance panchkarm recommended by him are doing wonders for me. After just 4 NAP Therapy I feel I have recovered almost 70 - 80%.I have been Advised for surgery at all the other places but here I am getting treated without any painful surgery.Highly advised / recommended Hospital.Thanks Much!!!,I recommend the doctor,Mumbai
"I had come on 24th March17, Its been Three days and Dr. Jonwals  medicine have helped a lot. Dr. Laxman Jonwal is taking care of my issue personally & its been a fantastic experience of visiting you so far.",I recommend the doctor,Mumbai
"Its been a month, to be precise from 5th January 2017, that I have been coming to Dr. Laxman Jonwals Hospital for my various ailments being High blood pressure followed by Hypothyroid. I had been taking Homeopathy for Thyroid for the the past 3 years. But my condition had not improved at all. With Dr Jonwals NAP Medicine treatment my Blood pressure & my Palpitation is under control, bloating in my tummy has reduced to a lot of extent.Thanks Dr. Laxman Jonwal for helping me out & all the best.☺",I recommend the doctor,Mumbai
"My name is Prashant Kamble, I am under consultancy of Dr. Jonwal for Hyper Thyroid from last 7 days. And now I am experiencing much better than before, my Blood Pressure came to normal from High, also Heart pulse came to normal, overall face swelling & eye bulging out, problem due to hyperthyroid seems to be normal within 7 days of my treatment. So I am so much happy with Dr. Jonwals NAP treatment. * ** ** *** ***** Thank you.",I recommend the doctor,Mumbai
"This is Nitesh Vishwakarma reside in Kandivali West, working with ICICI Bank Ltd.I am suffering from Rheumatoid Arthritis Since more than 20 years. I did alopathy treatment but it doesn't work. I got the reference of Dr Laxman Jonwals Hospital on Practo.I am taking the NAP treatment from 3 months it really worked for me. Now my all problems, diseases are gone 100%. Thanks to Dr. Laxman Jonwal & I would recommend this hospital for your chronic problems.☺",I recommend the doctor,Mumbai
Dr.laxman jonwal's is very good doctor he has explained me everything about treatment & complicated liver disease...,I recommend the doctor,Mumbai
"It was only a matter of having healthy lifestyle which I came to know from Dr. Jonwals Niramay Ayush Panchkarm Hospital & after 3 days of NAP therapy treatment, feeling very great!, got more than 70% result very effective treatment.thanks to Dr. Laxman Jonwal & his team.",I recommend the doctor,Mumbai
"I am just 32 years working. I was suffering with migraine severe acidity, vomiting, giddiness & headache since 8 years. I have taken treatment from many specialists but no relief. Everyone must opt for NAP Therapy for their problems. Many thanks to Dr. Jonwal.",I recommend the doctor,Mumbai
Dr Laxman Jonwal is very good doctor I have ever meet in my life. He explains me in detail about my problems with there complications & the treatment of NAP therapy. I got the confidence that I will be  strong enough for rest of life. Thank you Dr. Laxman so much...☺,I recommend the doctor,Mumbai
"I am 27 years & suffering from High Acidity, Low BP & Severe weakness problem. I tried many doctors medicine but nothing was helping. Finally I came to Dr. Jonwal, I am taking his medicines & therapy from1 month. Also following healthy food modification NAP Diet chart given by him. Doctor also advised healthy lifestyle modification. I can see good results of his medicines & NAP Therapy. I have 80% relief from my problems.All thanks to Dr. Jonwal. Will surely recommend Dr. Jonwal to the person who is suffering from such chronic problems.☺",I recommend the doctor,Mumbai
Dr. Laxman Jonwal gave me smile back on my face. I was suffering due to Hyper acidity. I had taken the treatment of all well known doctors but just get temporary relief. Within Just 1 week of NAP Therapy ********* *** ********* ******* Feeling fresh & enjoying. Thanks to Dr. Laxman Jonwal.,I recommend the doctor,Mumbai
" I got fed up & Depressed from last 10 years due to Acidity, Indigestion & Gas problems. I tried many specialist doctors but didnt get complete relief. I was unable to concentrate on my work, I am near to loose my job. My elder brother friend Mr. Mahesh Sakharkar gave us the reference of Dr. Laxman Jonwal *** **** ** *** ******* * ********* * ** ** **** * **** *** *** ********* ******* Thanks to Dr. Laxman & his caring staff.☺",I recommend the doctor,Mumbai
"My husband Mr. Visual advised for Dr. Laxman Jonwal. Our family visiting Dr. Laxman Jonwal since 22 years.Dr. Laxman is very good & caring. I am immpressed by Doctors knowledge, way of attending patient, Diagnosis, Food advice, Lifestyle advice are amazing.I am very sure for best treatment & best results for my chronic problems of Stomatitis, Acidity, Stomach pain, weaknesses.",I recommend the doctor,Mumbai
"My relative Mr. Kishan Jhajharia suggested Dr. Laxman Jonwals name for many years suffering of Chronic cold, Chronic Bronchitis, Allergy, weakness.Dr is good. I am taking NAP medicines for 1 week. I got excellent relief. My cold, cough, night breathless, weakness, body pain is reduced **** **** ****Dr. has advised for 3-6 months course. I am very sure for **** results.I am thankful to Mr. Kishanji & Dr Laxman Jonwal.",I recommend the doctor,Mumbai
doctor did ECG check and scared me that problem is big. Was pushing for panchkriya course priced several thousand rupees. For that one visit i was charged 3000 rupees. Didnt trust.,I do not recommend the doctor,Mumbai
Thanks to Dr. Laxman Jonwal for explaining me everything about my problems in detail. I got so much relief & excellent result after getting started NAP treatment. Thank you once again.☺,I recommend the doctor,Mumbai
Dr. Laxman Jonwals is very knowledgeable. He explain me about my disease. He gave me Nap Medicine & NAP Therapy. I was very  thankful to Dr. Laxman jonwals & his team,I recommend the doctor,Mumbai
I am very much impressed by Dr. Laxman Jonwals knowledge & diagnostic skills.I am very sure for best results & I will be relieved from my 10 years sufferings.Thanks.,I recommend the doctor,Mumbai
Dr. Laxman is good & caring. Dr attended my all problems & explained in detail about diseases - treatments.I am very hopeful for best results. The best part is that my multiple problems will solved under one roof; no need to rush many Doctors & hospitals.Thanks.,I recommend the doctor,Mumbai
Dr Laxman Jonwal is very soft spoken & has very high patience. Dr is very intelligent & explain about my complex neurological problems - its future complications in very simple way. Dr also explained about NAP Therapy & its importance for control of disesase - prevention of future complications.I am experiencing very good changes in my 25 year old sufferings. I am better & positive in just three week treatment.Thanks.,I recommend the doctor,Mumbai
"Thanks to Dr. Laxman Jonwal & his caring Hospiat team. I got good result in just 1 weeks NAP Natural Bypass Therapy. My breathlessness, chest pain, Restlessness, chest heaviness are reduced more than 60%. Now I can walk more than 5 minutes with any pain.I recommended people must take NAP Natural Bypass Therapy For Weak Heart & Heart Disease.",I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very caring & intelligent. In two weeks time; I got very fast relife for 10 year old problems of Skin Disease - Psoriasis & painful arthritis of both knee. NAP Therapy, Medicines & Local Application Oils are very effective.My itching, roughness, cracks, peeling of skin & bleeding are almost gone. I got new healthy skin.My suffering of both knees are become history. Joint pain, Swelling, Stiffness, cracking sound & sever morning pain is reduced more than 90%.Dr. Laxman has advised for 3-6 month treatment.I thanks Dr. Laxman, his team & also my son Prem for advising Dr Jonwals Hospital name.I strongly recommend Dr Jonwals Hospital for all chronic diseases. Charges are also very reasonable.",I recommend the doctor,Mumbai
Dr. Laxman Jonwal is very good & Knowledgeable doctor. He gave me sincere advised & treatment. I get excellent result in just 2 weeks of NAPbtherapy & medicines. Thanks to Dr. Laxman Jonwal & his team.☺,I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very Careing & andentive. Doctor Explain me About my join disease, Diganration of Joined And High blood pressure. I got fideup with alopathic Dr.s and Medicines. Im not getting any relief. I got very good relief by NAP Therapy & Medicines. My Joint pain, Sweeping, Stiffness, pain refused more than 50%. I can weakup easily in the morning. My BP also well controll and it 120/80from 160/90.Thanks to Dr. Laxman Jonwal & their Staff.",I recommend the doctor,Mumbai
"From last 12 years I am suffering from Uncontrolled Diabetes, Peripheral Neuritis, Atherosclerosis, Numbness & Tingling, Pain & Swelling in both legs. I tried too many doctors but I get result only from Dr. Laxman Jonwal NAP Therapy treatment. He explain me in detail about my problems. Dr. Is very knowledgeable. I am hoping for the fast & full recovery. Very big thank you to Dr. Laxman Jonwal & his Hospital staff. ",I recommend the doctor,Mumbai
"Hi this is Jagdish Shigvan, 42 Years of age having Acidity, Gas, Belching, Bloating & Also Kindney Stone, I had taken So many treatment in Many Doctors, but not get result. I got reference of Dr. Laxman Jonwal from Just dial. He gave me Medicine in just 3 days I got 90% relife, I am very Happy & satisfied. Thanks to Dr. Jonwals and his team",I recommend the doctor,Mumbai
"I was so afraid of loosing my job due to Chronic Headache, Tiredness, Lazyness & Indigestion. I was gone in depression. I got reference of Dr. Laxman Jonwal from Google. He gave me NAP Therapy & Medicines & in just one week I got excellent result. I feel energetic & happy. Thanks to Dr. Laxman Jonwal & his caring staff.☺",I recommend the doctor,Mumbai
"I am Endu 53 yes housewife. From last 5 years I am suffering from Arthritis, Acidity, Gas, Pain & Swelling in all joints. I had gone to many doctors but no relief, I just loss the money & time. I got the reference of Dr. Laxman Jonwal, who gave me NAP therapy & Medicines. I got excellent relief in just a week. Now I am hoping for the 100% result. Thanks to Dr. Laxman Jonwal & his Hospital team.",I recommend the doctor,Mumbai
"From last 10 yrs, I am suffering due to severe pain, stiffness, swelling, restricted movement of all joints. Some joints having deformity also. I tried many big Orthopaedic doctors, Homeopathy, Ayurvedic in Bihar, Punjab & Mumbai but no use; on the contrary my problem increasing day by day. My son Anil Suggested Dr. Jonwals Hospitals name. I am taking treatment @ Dr. Jonwals Hospital under Dr. Laxman Jonwal. In 2 weeks of NAP Therapy, Medicine & Oil application I got excellent relief. My all problems are reduced more than 40%. My all joint pain, swelling & stiffness is well control & reduced drastically. My daily morning suffering are also gone. I am very much thankful to Dr. Laxman, Hospital staff & NAP therapy to people who suffering due chronic diseases. Charges for panchkarm therapy are also reasonable. ",I recommend the doctor,Mumbai
"I am a patient of High BP, Giddiness, Vertigo, Both Knee Arthritis & Swelling all over body. Yesterday I got all of sudden severe giddiness & collapsed from bed. Dr. Laxman Jonwal attended me & explain me about my problem & treatment. Dr. Laxman Jonwal is very good & knowledgeable. Thanks to Dr. Laxman Jonwal & his team.☺",I recommend the doctor,Mumbai
"I am Greta Gajendra Rackvi, I have many problems of Arthritis, Piles & Also Hypertension. I got reference to my mother. Dr. Jonwals is explained me about my disease, Thanks To Dr. Jonwals",I recommend the doctor,Mumbai
"Hi, I M Asha Johari 42 years of Age, Having Paltipal Problems of Obesity, Arthritis & Thyroid. Due to that I m filling dipressed I have been to many doctors but didn't get any problem solution.From goggal I get the reference of Dr. Laxman Jonwal. He is very knowledgeable. Now I m confident about my 100% recovery. Thanks to Dr. Laxman & his Saportive staff",I recommend the doctor,Mumbai
"It is very wonderful consultation with Dr Laxman Jonwal. Dr Laxman is very intelligent, attentive, caring, focused. Dr Laxman has explained in detail about my problem, its causes, treatment, NAP Therapy. So I can say he is very good teacher also. I am impressed by his philosophy of Awareness through medical education to common people.",I recommend the doctor,Mumbai
Dr. Laxman Jonwal is very caring & knowledgeable. He attended & under stand my 16 year old chronic problems. Dr. Explained about diseases & treatment planned for me. I got excellent result within 2 days by NAP therapy. Thanks to Dr. Laxman Jonwal & his team.☺,I recommend the doctor,Mumbai
"I  am a Patient of Severe Acidity, Gas, Indigestion & Belching from last several years. I got the reference Dr. Laxman Jonwals, he gave me NAP Therapy & Medicines & in just 2days of NAP Therapy & Medicine I got Excellent result my Acidity & Gas is totally gone. Thanks to Dr. Laxman Jonwals & his Team.",I recommend the doctor,Mumbai
I am 21'years of age. I got hyper on my family every time I don't know why? But I am having so much anger in me ,I recommend the doctor,Mumbai
"I am just 33 years of age patient of Sinusitis, Allergy, Bells Palsy, Piles, Swelling & Sneezing. in Two weeks of NAP Therapy & Medicines I got excellent result, my all problems are reduced more than 75%. I got my confidence back. Thanks to Dr. Laxman Jonwal & his caring staff.☺",I recommend the doctor,Mumbai
"Dr .Laxman Jonwal is very good and also beviour is very nice ,his treatment is very fast patient recover and Nap therapy is excellent. Thank you",I recommend the doctor,Mumbai
"Hi this is Satish Rithoriya, Male 31 years having difficulty in breathing & pain in Chest, Nasal Block & Cough since 2010, I had taken treatment from well known doctors, Dr. Batras for 5 years but not get result, I was depressed then got the reference of Dr. Laxman jonwal from Just Dial. He gave me NAP Therapy & Medicines treatment. In just 1 NAP Therapy & medicines I got 100 % relief. I can breath easily, no pain, Nasal Blocks are gone. I am Happy, Satisfied. Thanks to Dr. Laxman Jonwal for curing me.",I recommend the doctor,Mumbai
"In 2013 I have taken NAP Therapy - Advance Panchkarm & Medicine for 3 months for  Asthma & Bronchitis problem of 15 years. I got excellent result. No need for Inhaler, Steroid - Antibiotic medicines. Breathlessness, cough, cold, constipation, weakness were gone. Last three years I was absolutely healthy & no medicines. I thanks from bottom of my heart to Dr Laxman & Dr. Sunita Jonwal. I strongly recommend  Dr Jonwals Hospital for all chronic Diseases. Charges are also very reasonable.Now I have came for Arthritis, Joint pain & osteoporosis problem.I am sure for fast relief.",I recommend the doctor,Mumbai
"I am having High BP, High Lipids, Acidity & Gas from last several days. I visit to Dr. Laxman Jonwal , He gave me NAP Therapy & Medicines, in just 7 days I got excellent result. My BP is now in control Gas& Acidity is totally gone. Thanks to Dr. Laxman Jonwal.☺",I recommend the doctor,Mumbai
"I am 34 years of age having Tachycardia, Palpitation, Acidity, Giddiness but with Dr. Laxman Jonwals NAP Therapy & medicines I got excellent result in no time. Feeling good my palpitation has gone. I am hoping for the 100% recovery thanks to Dr. Laxman & his staff.☺",I recommend the doctor,Mumbai
"Thanks to Dr. Laxman Jonwal & his NAP Therapy & medicines which gives me fast result on my problems of constipation, indigestion. Now I m feeling fresh & energetic.",I recommend the doctor,Mumbai
"I Ashish Shukla have High BP, Palpitation, Breathlessness, Chest Heaviness, Anxiety, Insomnia, Tachycardia, Sinusitis, Nasal Block, Nasal Polyp since 9 months. My BP was 150/96 & Pulse was 108/min. By 1 week NAP Treatment I got excellent result. My BP is 120/80 & pulse is 77. Now I have sound sleep, no palpitation, no chest heaviness, no breathlessness. Thanks to Dr. Laxman Jonwal for treating me perfectly & resolve almost my all problems.☺",I recommend the doctor,Mumbai
I really thanks to NAP therapy & Dr. Laxman Jonwal for relieving from Chronic Pain & Swelling in whole body Special in hands.☺,I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very knowledgeable, attentive & very caring. Dr explained about disease, its complications & treatment planned for me. My all problems are very chronic ( Since 2001) & under gone for three sugries - Brain, Open Heart, Foot. Now Diabetic foot is my main concern. I am very hopeful for good results by NAP Therapy. Thanks.",I recommend the doctor,Mumbai
"I am very thankful to Dr. Laxman Jonwal for reliving my several years suffering of Psoriasis, Dyslipidemia. White spots on my whole body gone completely. I am feeling energetic now. NAP Therapy & medicines are very effective I advice people to must opt for NAP therapy for chronic problems.☺",I recommend the doctor,Mumbai
"Thanks to Dr. Laxman Jonwal, for resolving my Chronic problem of Acidity, Gas & Constipation. I get relief in Just 2 days by NAP therapy & medicines. Also hoping for the 100% recovery. Once again thank you.☺",I recommend the doctor,Mumbai
"I joined the treatment on 23/04/2016, the experience has been amazing. There is difference in my skin quality, earlier I had an extremely dry skin with acne on my face which has improved.In afternoon I didn't used to feel like eating but now that has also improved. The therapists are very caring & helpful, provided a very good therapy in every session. Weight also started increasing gradually.☺",I recommend the doctor,Mumbai
I am 34 years old tired of Leg pain & burning in the feet. Dr. Laxman Jonwal gave me best treatment NAP Therapy for my problems. I got the best result & complete relief in no time. Thanks to Dr. Laxman Jonwal & his team.☺,I recommend the doctor,Mumbai
I am having High BP & High Cholesterol from last 3 years. Dr. Laxman Jonwal give me very good Advance treatment called NAP therapy. In just 2 weeks I got good relief. Thanks to Dr. Laxman & his team.☺,I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very kind, caring & attentive. Doctor explained about Diabetes, its complications, Nap Therapy, Food Therapy, Nap Mediacal Yoga Therapy & Life style modification. I very hopeful & assured for best results.",I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very knowledgeable, caring & attentive. Dr. Give me NAP Therapy & medicines, in no time I got very good result in my all problems Neck Pain, Back pain, Knee pain, Constipation, All Joint pain & Numbness. Thanks to Dr. Laxman & his caring team. ",I recommend the doctor,Mumbai
"I thanks Dr Laxman Jonwal from bottom of my heart for relieving my 6 year old daughters many months sufferings. She was operated twice, consulted super specialists, Neurophysician & neurosurgeon. MRI of Brain is also done. But no good results. NAP Therapy - Medicines are very fast effective. Treatment is also very economical. I am very hopeful for better results.",I recommend the doctor,Mumbai
"Dr. Laxman Jonwal is very intteligent, caring & attentive. I got very fast & good result in 3 days Nap Therapy & medicines. Thanks for reliving me from many years problems so fast.",I recommend the doctor,Mumbai
"I am suffering from Fatty liver, Gout. Due to that I am losing my job nearly. the conditions are getting worse day by day. I got the reference of Dr. Laxman Jonwal he is really a good doctor who treated me sincerely giving me full attention. I got very good result in just 15 days by NAP Therapy &  medicines. Thanks to Dr. Laxman & his team",I recommend the doctor,Mumbai
"Dr Jonwal's Natural Bypass Therapy is very effective & economical too. I got excellent results in two weeks therapy. My chest pain, leg pain, feet burning, Gas, Acidity are almost gone. My sugar level are well control -came down to F-90 / PP- 129 from F-230 / PP- 358.Now urine sugar is absent. My HbA1c level also came down by 2. Thanks to Dr. Laxman Jonwal, NAP Therapy, his caring staff for best results. My Open surgery is also prevented.",I recommend the doctor,Mumbai
"Thanks to Dr Laxman Jonwal for his attentiveness, caring nature & reliving me from my 3 year old health problems. I got excellent results in a weeks Nap Therapy. My Headache, giddiness, back ache, leg pain, tiredness, fatigue are relieved more than 80%. My BP came down to 140/90 from 190/120. Again thanks.",I recommend the doctor,Mumbai
